#FamilyID	pvalue	Significant at 0.05
N0.HOG0003296	0.447	n
N0.HOG0003298	0.226	n
N0.HOG0003299	0.777	n
N0.HOG0003300	0.866	n
N0.HOG0003301	0.485	n
N0.HOG0003302	0.61	n
N0.HOG0003303	0.013	y
N0.HOG0003304	0.709	n
N0.HOG0003305	0.785	n
N0.HOG0003306	0.543	n
N0.HOG0003309	0.404	n
N0.HOG0003310	0.502	n
N0.HOG0003312	0.72	n
N0.HOG0003313	0.465	n
N0.HOG0003314	0.857	n
N0.HOG0003315	0.174	n
N0.HOG0003316	0.559	n
N0.HOG0003317	0.78	n
N0.HOG0003318	0.477	n
N0.HOG0003319	0.542	n
N0.HOG0003320	0.45	n
N0.HOG0003321	0.661	n
N0.HOG0003322	0.739	n
N0.HOG0003323	0.463	n
N0.HOG0003324	0.857	n
N0.HOG0003326	0.517	n
N0.HOG0003327	0.72	n
N0.HOG0003328	0.647	n
N0.HOG0003329	0.605	n
N0.HOG0003331	0.39	n
N0.HOG0003332	0.781	n
N0.HOG0003335	0.724	n
N0.HOG0003336	0.924	n
N0.HOG0003337	0.472	n
N0.HOG0003338	0.626	n
N0.HOG0003339	0.565	n
N0.HOG0003340	0.429	n
N0.HOG0003342	0.619	n
N0.HOG0003343	0.59	n
N0.HOG0003345	0.888	n
N0.HOG0003347	0.263	n
N0.HOG0003348	0.078	n
N0.HOG0003349	0.551	n
N0.HOG0003350	0.51	n
N0.HOG0003351	0.59	n
N0.HOG0003352	0.766	n
N0.HOG0003353	0.005	y
N0.HOG0003355	0.136	n
N0.HOG0003356	0.365	n
N0.HOG0003358	0.365	n
N0.HOG0003360	0.347	n
N0.HOG0003363	0.036	y
N0.HOG0003364	0.436	n
N0.HOG0003365	0.208	n
N0.HOG0003368	0	y
N0.HOG0003375	0	y
N0.HOG0003382	0.808	n
N0.HOG0003391	0.824	n
N0.HOG0003392	0.645	n
N0.HOG0003393	0.803	n
N0.HOG0003394	0.603	n
N0.HOG0003395	0.867	n
N0.HOG0003396	0.568	n
N0.HOG0003397	0.63	n
N0.HOG0003399	0.633	n
N0.HOG0003400	0.851	n
N0.HOG0003401	0.36	n
N0.HOG0003402	0.664	n
N0.HOG0003403	0.645	n
N0.HOG0003404	0.567	n
N0.HOG0003406	0.61	n
N0.HOG0003408	0.713	n
N0.HOG0003409	0.609	n
N0.HOG0003410	0.713	n
N0.HOG0003411	0.345	n
N0.HOG0003416	0.657	n
N0.HOG0003417	0.715	n
N0.HOG0003418	0.685	n
N0.HOG0003419	0.204	n
N0.HOG0003420	0.831	n
N0.HOG0003421	0.74	n
N0.HOG0003422	0.866	n
N0.HOG0003424	0.674	n
N0.HOG0003425	0.857	n
N0.HOG0003429	0.999	n
N0.HOG0003430	0.175	n
N0.HOG0003431	0.761	n
N0.HOG0003432	0.598	n
N0.HOG0003433	0.708	n
N0.HOG0003434	0.908	n
N0.HOG0003437	0.843	n
N0.HOG0003439	0.999	n
N0.HOG0003440	0.536	n
N0.HOG0003442	0.761	n
N0.HOG0003443	0.887	n
N0.HOG0003444	0.84	n
N0.HOG0003445	0.626	n
N0.HOG0003446	0.031	y
N0.HOG0003447	0.83	n
N0.HOG0003448	0.411	n
N0.HOG0003449	0.68	n
N0.HOG0003450	0.842	n
N0.HOG0003451	0.367	n
N0.HOG0003452	0.542	n
N0.HOG0003453	0.689	n
N0.HOG0003454	0.614	n
N0.HOG0003455	0.708	n
N0.HOG0003460	0.721	n
N0.HOG0003461	0.698	n
N0.HOG0003462	0.952	n
N0.HOG0003463	0.501	n
N0.HOG0003464	0.662	n
N0.HOG0003465	0.895	n
N0.HOG0003467	0.707	n
N0.HOG0003468	0.041	y
N0.HOG0003469	0.6	n
N0.HOG0003471	0.237	n
N0.HOG0003473	0.891	n
N0.HOG0003474	0.54	n
N0.HOG0003475	0.738	n
N0.HOG0003476	0.55	n
N0.HOG0003478	0.321	n
N0.HOG0003479	0.872	n
N0.HOG0003480	0.263	n
N0.HOG0003481	0.208	n
N0.HOG0003483	0.509	n
N0.HOG0003484	0.685	n
N0.HOG0003486	0.729	n
N0.HOG0003487	0.24	n
N0.HOG0003488	0.673	n
N0.HOG0003489	0.579	n
N0.HOG0003490	0.673	n
N0.HOG0003492	0.996	n
N0.HOG0003493	0.614	n
N0.HOG0003494	0.789	n
N0.HOG0003495	0.326	n
N0.HOG0003496	0.708	n
N0.HOG0003497	0.625	n
N0.HOG0003498	0.891	n
N0.HOG0003500	0.771	n
N0.HOG0003501	0.655	n
N0.HOG0003502	0.98	n
N0.HOG0003503	0.708	n
N0.HOG0003504	0.582	n
N0.HOG0003505	0.583	n
N0.HOG0003506	0.969	n
N0.HOG0003507	0.344	n
N0.HOG0003508	0.875	n
N0.HOG0003509	0.746	n
N0.HOG0003512	0.776	n
N0.HOG0003515	0.511	n
N0.HOG0003517	0.375	n
N0.HOG0003519	0.579	n
N0.HOG0003520	0.172	n
N0.HOG0003522	0.567	n
N0.HOG0003524	0.679	n
N0.HOG0003525	0.546	n
N0.HOG0003527	0.731	n
N0.HOG0003528	0.555	n
N0.HOG0003529	0.94	n
N0.HOG0003531	0.798	n
N0.HOG0003532	0.989	n
N0.HOG0003533	0.603	n
N0.HOG0003534	0.29	n
N0.HOG0003535	0.966	n
N0.HOG0003536	0.6	n
N0.HOG0003537	0.766	n
N0.HOG0003539	0.626	n
N0.HOG0003540	0.529	n
N0.HOG0003541	0.59	n
N0.HOG0003542	0.584	n
N0.HOG0003543	0.718	n
N0.HOG0003545	0.689	n
N0.HOG0003546	0.317	n
N0.HOG0003547	0.904	n
N0.HOG0003548	0.558	n
N0.HOG0003549	0.609	n
N0.HOG0003550	0.797	n
N0.HOG0003551	0.832	n
N0.HOG0003552	0.376	n
N0.HOG0003553	0.651	n
N0.HOG0003554	0.326	n
N0.HOG0003555	0.275	n
N0.HOG0003556	0.573	n
N0.HOG0003557	0.94	n
N0.HOG0003558	0.93	n
N0.HOG0003559	0.84	n
N0.HOG0003561	0.741	n
N0.HOG0003562	0.768	n
N0.HOG0003563	0.699	n
N0.HOG0003564	0.657	n
N0.HOG0003565	0.934	n
N0.HOG0003566	0.654	n
N0.HOG0003567	0.557	n
N0.HOG0003569	0.749	n
N0.HOG0003570	0.339	n
N0.HOG0003571	0.879	n
N0.HOG0003572	0.286	n
N0.HOG0003574	0.747	n
N0.HOG0003575	0.619	n
N0.HOG0003577	0.002	y
N0.HOG0003578	0.001	y
N0.HOG0003579	0.657	n
N0.HOG0003580	0.664	n
N0.HOG0003581	0.62	n
N0.HOG0003582	0.905	n
N0.HOG0003583	0.697	n
N0.HOG0003584	0.308	n
N0.HOG0003585	0.761	n
N0.HOG0003586	0.751	n
N0.HOG0003587	0.557	n
N0.HOG0003588	0.721	n
N0.HOG0003589	0.587	n
N0.HOG0003590	0.246	n
N0.HOG0003591	0.416	n
N0.HOG0003592	0.904	n
N0.HOG0003593	0.619	n
N0.HOG0003594	0.72	n
N0.HOG0003595	0.703	n
N0.HOG0003600	0.814	n
N0.HOG0003601	0.956	n
N0.HOG0003602	0.878	n
N0.HOG0003603	0.302	n
N0.HOG0003604	0.642	n
N0.HOG0003605	0.824	n
N0.HOG0003606	0.683	n
N0.HOG0003607	0.642	n
N0.HOG0003608	0.774	n
N0.HOG0003610	0.569	n
N0.HOG0003611	0.729	n
N0.HOG0003612	0.71	n
N0.HOG0003613	0.788	n
N0.HOG0003616	0.823	n
N0.HOG0003618	0.511	n
N0.HOG0003619	0.559	n
N0.HOG0003620	0.708	n
N0.HOG0003621	0.597	n
N0.HOG0003622	0.572	n
N0.HOG0003623	0.503	n
N0.HOG0003624	0.968	n
N0.HOG0003625	0.303	n
N0.HOG0003626	0.511	n
N0.HOG0003628	0.914	n
N0.HOG0003630	0.755	n
N0.HOG0003631	0.613	n
N0.HOG0003632	0.619	n
N0.HOG0003633	0.664	n
N0.HOG0003635	0.904	n
N0.HOG0003636	0.887	n
N0.HOG0003638	0.888	n
N0.HOG0003639	0.939	n
N0.HOG0003640	0.835	n
N0.HOG0003642	0.701	n
N0.HOG0003643	0.913	n
N0.HOG0003644	0.641	n
N0.HOG0003646	0.568	n
N0.HOG0003647	0.708	n
N0.HOG0003648	0.784	n
N0.HOG0003649	0.72	n
N0.HOG0003650	0.936	n
N0.HOG0003651	0.784	n
N0.HOG0003652	0.679	n
N0.HOG0003654	0.608	n
N0.HOG0003655	0.679	n
N0.HOG0003656	0.342	n
N0.HOG0003657	0.302	n
N0.HOG0003658	0.904	n
N0.HOG0003661	0.506	n
N0.HOG0003662	0.904	n
N0.HOG0003663	0.494	n
N0.HOG0003664	0.814	n
N0.HOG0003666	0.664	n
N0.HOG0003668	0.005	y
N0.HOG0003669	0.705	n
N0.HOG0003671	0.814	n
N0.HOG0003672	0.78	n
N0.HOG0003673	0.238	n
N0.HOG0003674	0.939	n
N0.HOG0003675	0.577	n
N0.HOG0003677	0.707	n
N0.HOG0003678	0.626	n
N0.HOG0003679	0.582	n
N0.HOG0003681	0.583	n
N0.HOG0003683	0.635	n
N0.HOG0003684	0.813	n
N0.HOG0003685	0.248	n
N0.HOG0003686	0.551	n
N0.HOG0003687	0.642	n
N0.HOG0003688	0.426	n
N0.HOG0003689	0.868	n
N0.HOG0003690	0.879	n
N0.HOG0003692	0.317	n
N0.HOG0003693	0.881	n
N0.HOG0003694	0.66	n
N0.HOG0003695	0.381	n
N0.HOG0003696	0.539	n
N0.HOG0003697	0.927	n
N0.HOG0003698	0.483	n
N0.HOG0003699	0.849	n
N0.HOG0003700	0.617	n
N0.HOG0003701	0.766	n
N0.HOG0003702	0.871	n
N0.HOG0003703	0.633	n
N0.HOG0003704	0.38	n
N0.HOG0003705	0.282	n
N0.HOG0003706	0.893	n
N0.HOG0003707	0.789	n
N0.HOG0003708	0.753	n
N0.HOG0003709	0.629	n
N0.HOG0003710	0.616	n
N0.HOG0003711	0.729	n
N0.HOG0003712	0.78	n
N0.HOG0003714	0.965	n
N0.HOG0003715	0.885	n
N0.HOG0003716	0.635	n
N0.HOG0003717	0.603	n
N0.HOG0003718	0.761	n
N0.HOG0003719	0.861	n
N0.HOG0003720	0.995	n
N0.HOG0003721	0.766	n
N0.HOG0003722	0.033	y
N0.HOG0003723	0.755	n
N0.HOG0003724	0.729	n
N0.HOG0003725	0.757	n
N0.HOG0003726	0.528	n
N0.HOG0003727	0.539	n
N0.HOG0003728	0.377	n
N0.HOG0003729	0.497	n
N0.HOG0003730	0.506	n
N0.HOG0003731	0.619	n
N0.HOG0003732	0.282	n
N0.HOG0003733	0.58	n
N0.HOG0003734	0.72	n
N0.HOG0003735	0.852	n
N0.HOG0003736	0.755	n
N0.HOG0003737	0.935	n
N0.HOG0003739	0.95	n
N0.HOG0003740	0.483	n
N0.HOG0003741	0.819	n
N0.HOG0003742	0.866	n
N0.HOG0003743	0.899	n
N0.HOG0003744	0.782	n
N0.HOG0003745	0.679	n
N0.HOG0003746	0.381	n
N0.HOG0003747	0.828	n
N0.HOG0003748	0.673	n
N0.HOG0003749	0.75	n
N0.HOG0003751	0.674	n
N0.HOG0003752	0.33	n
N0.HOG0003753	0.975	n
N0.HOG0003754	0.541	n
N0.HOG0003755	0.617	n
N0.HOG0003756	0.753	n
N0.HOG0003757	0.797	n
N0.HOG0003759	0.575	n
N0.HOG0003760	0.768	n
N0.HOG0003761	0.233	n
N0.HOG0003762	0.58	n
N0.HOG0003763	0.813	n
N0.HOG0003768	0.766	n
N0.HOG0003769	0.6	n
N0.HOG0003770	0.604	n
N0.HOG0003771	0.641	n
N0.HOG0003772	0.681	n
N0.HOG0003773	0.728	n
N0.HOG0003774	0.981	n
N0.HOG0003775	0.757	n
N0.HOG0003776	0.7	n
N0.HOG0003777	0.451	n
N0.HOG0003778	0.701	n
N0.HOG0003779	0.586	n
N0.HOG0003780	0.687	n
N0.HOG0003781	0.932	n
N0.HOG0003782	0.415	n
N0.HOG0003783	0.703	n
N0.HOG0003784	0.681	n
N0.HOG0003785	0.935	n
N0.HOG0003786	0.609	n
N0.HOG0003787	0.821	n
N0.HOG0003788	0.845	n
N0.HOG0003789	0.838	n
N0.HOG0003790	0.708	n
N0.HOG0003791	0.845	n
N0.HOG0003792	0.629	n
N0.HOG0003793	0.94	n
N0.HOG0003794	0.927	n
N0.HOG0003795	0.694	n
N0.HOG0003796	0.204	n
N0.HOG0003797	0.87	n
N0.HOG0003798	0.597	n
N0.HOG0003799	0.784	n
N0.HOG0003800	0.78	n
N0.HOG0003801	0.602	n
N0.HOG0003802	0.81	n
N0.HOG0003803	0.772	n
N0.HOG0003804	0.858	n
N0.HOG0003805	0.708	n
N0.HOG0003806	0.707	n
N0.HOG0003808	0.876	n
N0.HOG0003809	0.62	n
N0.HOG0003810	0.863	n
N0.HOG0003811	0.196	n
N0.HOG0003812	0.84	n
N0.HOG0003813	0.65	n
N0.HOG0003816	0.878	n
N0.HOG0003818	0.577	n
N0.HOG0003819	0.708	n
N0.HOG0003820	0.725	n
N0.HOG0003822	0.764	n
N0.HOG0003823	0.259	n
N0.HOG0003824	0.654	n
N0.HOG0003825	0.663	n
N0.HOG0003826	0.508	n
N0.HOG0003828	0.682	n
N0.HOG0003829	0.386	n
N0.HOG0003830	0.788	n
N0.HOG0003832	0.289	n
N0.HOG0003833	0.575	n
N0.HOG0003834	0.038	y
N0.HOG0003836	0.481	n
N0.HOG0003838	0.511	n
N0.HOG0003839	0.684	n
N0.HOG0003840	0.801	n
N0.HOG0003842	0.788	n
N0.HOG0003843	0.681	n
N0.HOG0003845	0.665	n
N0.HOG0003846	0.66	n
N0.HOG0003847	0.38	n
N0.HOG0003850	0.831	n
N0.HOG0003851	0.7	n
N0.HOG0003852	0.665	n
N0.HOG0003853	0.899	n
N0.HOG0003854	0.6	n
N0.HOG0003855	0.654	n
N0.HOG0003856	0.017	y
N0.HOG0003857	0.314	n
N0.HOG0003858	0.663	n
N0.HOG0003860	0.516	n
N0.HOG0003861	0.31	n
N0.HOG0003862	0.872	n
N0.HOG0003863	0.958	n
N0.HOG0003864	0.296	n
N0.HOG0003865	0.665	n
N0.HOG0003867	0.621	n
N0.HOG0003868	0.702	n
N0.HOG0003869	0.891	n
N0.HOG0003870	0.573	n
N0.HOG0003871	0.768	n
N0.HOG0003872	0.416	n
N0.HOG0003873	0.92	n
N0.HOG0003874	0.396	n
N0.HOG0003875	0.781	n
N0.HOG0003876	0.66	n
N0.HOG0003877	0.828	n
N0.HOG0003878	0.468	n
N0.HOG0003879	0.655	n
N0.HOG0003880	0.788	n
N0.HOG0003882	0.888	n
N0.HOG0003883	0.979	n
N0.HOG0003884	0.681	n
N0.HOG0003885	0.566	n
N0.HOG0003886	0.426	n
N0.HOG0003887	0.853	n
N0.HOG0003888	0.679	n
N0.HOG0003890	0.367	n
N0.HOG0003892	0.741	n
N0.HOG0003893	0.279	n
N0.HOG0003894	0.653	n
N0.HOG0003895	0.596	n
N0.HOG0003896	0.858	n
N0.HOG0003897	0.636	n
N0.HOG0003898	0.561	n
N0.HOG0003899	0.568	n
N0.HOG0003900	0.627	n
N0.HOG0003901	0.569	n
N0.HOG0003902	0.647	n
N0.HOG0003903	0.616	n
N0.HOG0003904	0.93	n
N0.HOG0003905	0.845	n
N0.HOG0003906	0.739	n
N0.HOG0003907	0.541	n
N0.HOG0003908	0.367	n
N0.HOG0003909	0.611	n
N0.HOG0003910	0.6	n
N0.HOG0003911	0.813	n
N0.HOG0003912	0.729	n
N0.HOG0003913	0.872	n
N0.HOG0003914	0.71	n
N0.HOG0003915	0.359	n
N0.HOG0003916	0.731	n
N0.HOG0003917	0.665	n
N0.HOG0003918	0.575	n
N0.HOG0003919	0.815	n
N0.HOG0003920	0.728	n
N0.HOG0003921	0.686	n
N0.HOG0003922	0.673	n
N0.HOG0003923	0.594	n
N0.HOG0003924	0.685	n
N0.HOG0003925	0.816	n
N0.HOG0003926	0.926	n
N0.HOG0003928	0.736	n
N0.HOG0003929	0.866	n
N0.HOG0003930	0.795	n
N0.HOG0003931	0.689	n
N0.HOG0003932	0.715	n
N0.HOG0003933	0.681	n
N0.HOG0003934	0.609	n
N0.HOG0003936	0.863	n
N0.HOG0003937	0.511	n
N0.HOG0003940	0.352	n
N0.HOG0003941	0.546	n
N0.HOG0003943	0.311	n
N0.HOG0003945	0.07	n
N0.HOG0003946	0.158	n
N0.HOG0003947	0.161	n
N0.HOG0003948	0.434	n
N0.HOG0003950	0.43	n
N0.HOG0003952	0.002	y
N0.HOG0003960	0	y
N0.HOG0003971	0	y
N0.HOG0003980	0.038	y
N0.HOG0003981	0.913	n
N0.HOG0003982	0.914	n
N0.HOG0003984	0.873	n
N0.HOG0003985	0.913	n
N0.HOG0003986	0.597	n
N0.HOG0003988	0.832	n
N0.HOG0003989	0.716	n
N0.HOG0003990	0.906	n
N0.HOG0003991	0.778	n
N0.HOG0003992	0.832	n
N0.HOG0003993	0.87	n
N0.HOG0003995	0.305	n
N0.HOG0003996	0.29	n
N0.HOG0003998	0.715	n
N0.HOG0003999	0.617	n
N0.HOG0004000	0.757	n
N0.HOG0004001	0.741	n
N0.HOG0004002	0.756	n
N0.HOG0004003	0.799	n
N0.HOG0004004	0.541	n
N0.HOG0004007	0.78	n
N0.HOG0004008	0.789	n
N0.HOG0004010	0.857	n
N0.HOG0004012	0.857	n
N0.HOG0004013	0.78	n
N0.HOG0004014	0.841	n
N0.HOG0004016	0.784	n
N0.HOG0004017	0.935	n
N0.HOG0004018	0.378	n
N0.HOG0004019	0.708	n
N0.HOG0004020	0.78	n
N0.HOG0004021	0.873	n
N0.HOG0004023	0.803	n
N0.HOG0004024	0.897	n
N0.HOG0004026	0.766	n
N0.HOG0004027	0.892	n
N0.HOG0004028	0.664	n
N0.HOG0004030	0.097	n
N0.HOG0004031	0.039	y
N0.HOG0004032	0.891	n
N0.HOG0004033	0.065	n
N0.HOG0004034	0.727	n
N0.HOG0004035	0.78	n
N0.HOG0004036	0.56	n
N0.HOG0004037	0.853	n
N0.HOG0004038	0.762	n
N0.HOG0004040	0.774	n
N0.HOG0004041	0.941	n
N0.HOG0004042	0.849	n
N0.HOG0004043	0.73	n
N0.HOG0004047	0.73	n
N0.HOG0004048	0.666	n
N0.HOG0004049	0.559	n
N0.HOG0004051	0.794	n
N0.HOG0004052	0.753	n
N0.HOG0004053	0.217	n
N0.HOG0004054	0.74	n
N0.HOG0004055	0.238	n
N0.HOG0004058	0.74	n
N0.HOG0004059	0.804	n
N0.HOG0004061	0.78	n
N0.HOG0004062	0.78	n
N0.HOG0004064	0.988	n
N0.HOG0004065	0.753	n
N0.HOG0004066	0.721	n
N0.HOG0004067	0.92	n
N0.HOG0004068	0.787	n
N0.HOG0004069	0.488	n
N0.HOG0004070	0.377	n
N0.HOG0004071	0.715	n
N0.HOG0004072	0.084	n
N0.HOG0004073	0.935	n
N0.HOG0004074	0.732	n
N0.HOG0004075	0.999	n
N0.HOG0004076	0.004	y
N0.HOG0004077	0.913	n
N0.HOG0004078	0.554	n
N0.HOG0004079	0.605	n
N0.HOG0004080	0.266	n
N0.HOG0004081	0.708	n
N0.HOG0004082	0.957	n
N0.HOG0004083	0.799	n
N0.HOG0004084	0.804	n
N0.HOG0004085	0.722	n
N0.HOG0004086	0.802	n
N0.HOG0004087	0.721	n
N0.HOG0004088	0.894	n
N0.HOG0004089	0.358	n
N0.HOG0004090	0.841	n
N0.HOG0004091	0.749	n
N0.HOG0004092	0.799	n
N0.HOG0004094	0.82	n
N0.HOG0004095	0.818	n
N0.HOG0004096	0.784	n
N0.HOG0004097	0.839	n
N0.HOG0004098	0.53	n
N0.HOG0004099	0.056	n
N0.HOG0004100	0.472	n
N0.HOG0004101	0.453	n
N0.HOG0004103	0.892	n
N0.HOG0004104	0.782	n
N0.HOG0004105	0.683	n
N0.HOG0004106	0.807	n
N0.HOG0004107	0.753	n
N0.HOG0004109	0.457	n
N0.HOG0004111	0.78	n
N0.HOG0004112	0.78	n
N0.HOG0004113	0.857	n
N0.HOG0004114	0.857	n
N0.HOG0004115	0.798	n
N0.HOG0004116	0.766	n
N0.HOG0004117	0.766	n
N0.HOG0004118	0.788	n
N0.HOG0004122	0.914	n
N0.HOG0004123	0.665	n
N0.HOG0004124	0.741	n
N0.HOG0004125	0.729	n
N0.HOG0004126	0.715	n
N0.HOG0004127	0.784	n
N0.HOG0004128	0.753	n
N0.HOG0004129	0.635	n
N0.HOG0004130	0.702	n
N0.HOG0004131	0.815	n
N0.HOG0004132	0.876	n
N0.HOG0004133	0.818	n
N0.HOG0004134	0.841	n
N0.HOG0004135	0.784	n
N0.HOG0004136	0.36	n
N0.HOG0004137	0.181	n
N0.HOG0004138	0.753	n
N0.HOG0004139	0.601	n
N0.HOG0004140	0.914	n
N0.HOG0004141	0.783	n
N0.HOG0004142	0.761	n
N0.HOG0004143	0.816	n
N0.HOG0004144	0.607	n
N0.HOG0004147	0.887	n
N0.HOG0004150	0.642	n
N0.HOG0004153	0.775	n
N0.HOG0004154	0.936	n
N0.HOG0004155	0.853	n
N0.HOG0004156	0.779	n
N0.HOG0004157	0.486	n
N0.HOG0004158	0.358	n
N0.HOG0004161	0.721	n
N0.HOG0004163	0.761	n
N0.HOG0004164	0.729	n
N0.HOG0004165	0.522	n
N0.HOG0004166	0.736	n
N0.HOG0004167	0.341	n
N0.HOG0004168	0.841	n
N0.HOG0004169	0.78	n
N0.HOG0004170	0.849	n
N0.HOG0004171	0.753	n
N0.HOG0004172	0.666	n
N0.HOG0004173	0.845	n
N0.HOG0004174	0.61	n
N0.HOG0004175	0.849	n
N0.HOG0004177	0.686	n
N0.HOG0004178	0.186	n
N0.HOG0004179	0.655	n
N0.HOG0004180	0.394	n
N0.HOG0004181	0.753	n
N0.HOG0004182	0.715	n
N0.HOG0004183	0.666	n
N0.HOG0004184	0.435	n
N0.HOG0004185	0.753	n
N0.HOG0004186	0.444	n
N0.HOG0004187	0.837	n
N0.HOG0004188	0.813	n
N0.HOG0004189	0.792	n
N0.HOG0004191	0.895	n
N0.HOG0004192	0.22	n
N0.HOG0004193	0.766	n
N0.HOG0004194	0.666	n
N0.HOG0004195	0.501	n
N0.HOG0004196	0.7	n
N0.HOG0004197	0.428	n
N0.HOG0004198	0.91	n
N0.HOG0004200	0.68	n
N0.HOG0004201	0.913	n
N0.HOG0004202	0.876	n
N0.HOG0004203	0.857	n
N0.HOG0004204	0.782	n
N0.HOG0004205	0.433	n
N0.HOG0004206	0.894	n
N0.HOG0004207	0.702	n
N0.HOG0004208	0.935	n
N0.HOG0004209	0.942	n
N0.HOG0004210	0.783	n
N0.HOG0004211	0.492	n
N0.HOG0004212	0.887	n
N0.HOG0004213	0.842	n
N0.HOG0004214	0.962	n
N0.HOG0004216	0.766	n
N0.HOG0004218	0.92	n
N0.HOG0004219	0.577	n
N0.HOG0004220	0.715	n
N0.HOG0004221	0.046	y
N0.HOG0004222	0.841	n
N0.HOG0004223	0.895	n
N0.HOG0004224	0.753	n
N0.HOG0004225	0.529	n
N0.HOG0004226	0.835	n
N0.HOG0004227	0.744	n
N0.HOG0004228	0.745	n
N0.HOG0004230	0.747	n
N0.HOG0004232	0.753	n
N0.HOG0004233	0.872	n
N0.HOG0004234	0.999	n
N0.HOG0004235	0.75	n
N0.HOG0004236	0.172	n
N0.HOG0004237	0.68	n
N0.HOG0004238	0.804	n
N0.HOG0004239	0.78	n
N0.HOG0004240	0.664	n
N0.HOG0004241	0.313	n
N0.HOG0004242	0.876	n
N0.HOG0004243	0.843	n
N0.HOG0004245	0.857	n
N0.HOG0004246	0.813	n
N0.HOG0004247	0.061	n
N0.HOG0004248	0.835	n
N0.HOG0004249	0.68	n
N0.HOG0004250	0.738	n
N0.HOG0004251	0.936	n
N0.HOG0004253	0.895	n
N0.HOG0004255	0.876	n
N0.HOG0004256	0.935	n
N0.HOG0004257	0.849	n
N0.HOG0004258	0.858	n
N0.HOG0004259	0.732	n
N0.HOG0004260	0.98	n
N0.HOG0004261	0.996	n
N0.HOG0004262	0.521	n
N0.HOG0004263	0.898	n
N0.HOG0004266	0.813	n
N0.HOG0004267	0.429	n
N0.HOG0004268	0.738	n
N0.HOG0004269	0.722	n
N0.HOG0004270	0.7	n
N0.HOG0004273	0.789	n
N0.HOG0004276	0.078	n
N0.HOG0004277	0.173	n
N0.HOG0004278	0.98	n
N0.HOG0004279	0.942	n
N0.HOG0004280	0.729	n
N0.HOG0004281	0.73	n
N0.HOG0004282	0.941	n
N0.HOG0004283	0.782	n
N0.HOG0004285	0.841	n
N0.HOG0004288	0.845	n
N0.HOG0004289	0.841	n
N0.HOG0004290	0.745	n
N0.HOG0004291	0.763	n
N0.HOG0004292	0.72	n
N0.HOG0004293	0.807	n
N0.HOG0004294	0.556	n
N0.HOG0004295	0.875	n
N0.HOG0004296	0.904	n
N0.HOG0004297	0.777	n
N0.HOG0004298	0.898	n
N0.HOG0004299	0.721	n
N0.HOG0004300	0.802	n
N0.HOG0004301	0.904	n
N0.HOG0004303	0.799	n
N0.HOG0004304	0.774	n
N0.HOG0004305	0.913	n
N0.HOG0004306	0.911	n
N0.HOG0004307	0.205	n
N0.HOG0004308	0.521	n
N0.HOG0004309	0.261	n
N0.HOG0004310	0.065	n
N0.HOG0004311	0.912	n
N0.HOG0004312	0.903	n
N0.HOG0004313	0.935	n
N0.HOG0004314	0.857	n
N0.HOG0004315	0.745	n
N0.HOG0004316	0.354	n
N0.HOG0004317	0.843	n
N0.HOG0004318	0.701	n
N0.HOG0004320	0.822	n
N0.HOG0004321	0.718	n
N0.HOG0004322	0.426	n
N0.HOG0004323	0.75	n
N0.HOG0004324	0.783	n
N0.HOG0004325	0.78	n
N0.HOG0004326	0.15	n
N0.HOG0004327	0.719	n
N0.HOG0004328	0.771	n
N0.HOG0004329	0.873	n
N0.HOG0004332	0.75	n
N0.HOG0004333	0.75	n
N0.HOG0004335	0.75	n
N0.HOG0004336	0.726	n
N0.HOG0004337	0.807	n
N0.HOG0004339	0.599	n
N0.HOG0004340	0.468	n
N0.HOG0004341	0.596	n
N0.HOG0004342	0.654	n
N0.HOG0004344	0.912	n
N0.HOG0004345	0.445	n
N0.HOG0004346	0.343	n
N0.HOG0004347	0.936	n
N0.HOG0004348	0.743	n
N0.HOG0004349	0.501	n
N0.HOG0004350	0.781	n
N0.HOG0004352	0.798	n
N0.HOG0004353	0.832	n
N0.HOG0004354	0.999	n
N0.HOG0004357	0.876	n
N0.HOG0004358	0.889	n
N0.HOG0004359	0.941	n
N0.HOG0004360	0.771	n
N0.HOG0004361	0.666	n
N0.HOG0004362	0.227	n
N0.HOG0004363	0.665	n
N0.HOG0004364	0.729	n
N0.HOG0004365	0.729	n
N0.HOG0004366	0.876	n
N0.HOG0004367	0.753	n
N0.HOG0004369	0.876	n
N0.HOG0004370	0.708	n
N0.HOG0004371	0.74	n
N0.HOG0004372	0.782	n
N0.HOG0004373	0.858	n
N0.HOG0004374	0.207	n
N0.HOG0004375	0.039	y
N0.HOG0004376	0.774	n
N0.HOG0004377	0.766	n
N0.HOG0004378	0.678	n
N0.HOG0004379	0.746	n
N0.HOG0004380	0.308	n
N0.HOG0004381	0.75	n
N0.HOG0004382	0.741	n
N0.HOG0004383	0.753	n
N0.HOG0004384	0.913	n
N0.HOG0004385	0.638	n
N0.HOG0004386	0.683	n
N0.HOG0004387	0.376	n
N0.HOG0004388	0.813	n
N0.HOG0004389	0.766	n
N0.HOG0004390	0.78	n
N0.HOG0004392	0.773	n
N0.HOG0004393	0.236	n
N0.HOG0004394	0.741	n
N0.HOG0004395	0.722	n
N0.HOG0004396	0.633	n
N0.HOG0004397	0.683	n
N0.HOG0004398	0.753	n
N0.HOG0004399	0.904	n
N0.HOG0004400	0.962	n
N0.HOG0004401	0.763	n
